image_path,label,label_name,set_type
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease342.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1189.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1662.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng177.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image096.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot648.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image345.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image746.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut307.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf503.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image211.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image460.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf824.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image148.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1454.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut100.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot551.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image694.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf639.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image158.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1023.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1033.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease088.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1388.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image254.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot263.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf525.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image223.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image045.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image387.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image013.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot632.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image352.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image153.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image077.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image095.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf624.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot613.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf835.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease487.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf671.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot277.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image727.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot170.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf159.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image862.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot114.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut119.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1408.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image968.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image599.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut116.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1487.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image086.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image143.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot419.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot436.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf656.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1263.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1312.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image105.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot024.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf492.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image034.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot389.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image430.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf988.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1204.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf652.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease203.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1127.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image298.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image162.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng166.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf727.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image498.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut047.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot650.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image025.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image963.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1257.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng058.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1494.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot367.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image380.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease439.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1401.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image125.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image526.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut051.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1564.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot090.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image696.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease597.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1465.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot337.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf823.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image045.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image167.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut219.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1092.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image004.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image197.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image122.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image026.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut166.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut205.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot444.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut157.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot181.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot149.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image335.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease550.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1246.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1138.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf496.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot292.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot535.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut156.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease169.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image077.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image189.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot494.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image917.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut009.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image047.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image512.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut241.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf425.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image020.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image354.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image931.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut016.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease025.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1385.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image884.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf435.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image256.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image273.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut306.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot630.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf820.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng132.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot220.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1603.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image173.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf403.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot463.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image343.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf821.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1185.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image073.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image984.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf493.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image129.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf733.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf234.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot595.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot271.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image834.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image251.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image006.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng113.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot575.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf1021.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot049.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot451.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image190.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng170.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image509.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease122.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng111.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf810.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease602.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf250.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image037.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot348.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1288.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image044.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1462.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1106.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng069.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image365.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1657.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot182.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot034.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1162.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease312.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot132.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1636.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot339.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image079.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf195.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1226.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf469.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf960.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image080.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1491.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1628.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1135.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut216.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf955.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf320.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng251.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease047.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease240.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image170.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf386.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot401.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease252.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf348.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image510.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease292.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf091.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1423.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease415.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf628.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image295.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Grassy shoot/image221.jpg,3,Grassy shoot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/BrownRust/image045.jpg,2,BrownRust,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image338.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image194.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image391.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease526.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf333.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng014.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease197.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot493.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Sett Rot/Sett Rot212.jpg,5,Sett Rot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Yellow Leaf/Yellow Leaf022.jpg,7,Yellow Leaf,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image805.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease559.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Viral Disease/Viral Disease453.jpg,6,Viral Disease,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image068.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/smut/Smut091.jpg,8,smut,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng281.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image159.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image772.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image915.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1306.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image439.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image024.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Pokkah Boeng/Pokkah Boeng017.jpg,4,Pokkah Boeng,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Brown Spot/image1620.jpg,1,Brown Spot,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image276.jpg,0,Banded Chlorosis,test
/content/drive/MyDrive/Diseases_Project/Diseases_v2/Banded Chlorosis/image043.jpg,0,Banded Chlorosis,test
